# Wavelength [nm],zero_counts_500avgs_8ms
401.6988341994333,-100.9396572222321
402.14989917137,-102.06593629841767
402.6009434005619,-102.53717460019868
403.05196687265897,-100.86926522135246
403.502969573311,-99.04100496413066
403.9539514881681,-103.5969575512978
404.40491260288,-99.75275695505505
404.8558529030967,-103.01036260592892
405.30677237446815,-100.5114336307193
405.75767100264426,-100.96703799382999
406.2085487732749,-104.61175403263667
406.65940567201,-100.69327685724114
407.11024168449956,-101.80978339721509
407.56105679639336,-100.73044826081457
408.01185099334145,-100.51144001815399
408.46262426099366,-100.34718978976201
408.91337658500004,-103.0181820715763
409.36410795101034,-98.69880862864598
409.81481834467456,-98.36834734732382
410.26550775164264,-101.20167764641461
410.71617615756446,-101.34441433694374
411.16682354809,-100.19467066000401
411.6174499088691,-104.7720985852545
412.06805522555175,-102.27320123472956
412.51863948378787,-102.53522070578367
412.96920266922734,-100.43712896643498
413.41974476752,-103.90199071712095
413.8702657643159,-97.48842011053657
414.32076564526494,-103.09835289988806
414.77124439601704,-99.43403379127034
415.22170200222206,-100.36869887569907
415.67213844952994,-99.4066494722214
416.1225537235907,-101.01201056068619
416.5729478100542,-102.4139885256074
417.02332069457026,-104.42600379828386
417.4736723627889,-102.936059748205
417.92400280036,-103.1609250159249
418.37431199293354,-99.22870323247544
418.82459992615935,-98.13370618485754
419.2748665856874,-102.43940866661111
419.7251119571677,-101.8234743859468
420.17533602625,-101.40307409760813
420.6255387785843,-100.58182318311876
421.0757201998205,-101.18212312333006
421.52588027560864,-100.68351017956972
421.9760189915985,-99.75862927797473
422.42613633344,-101.19581797171786
422.87623228678314,-99.05273177091426
423.3263068372778,-100.06170810731845
423.7763599705739,-100.2904835563349
424.22639167232126,-100.64831034979704
424.67640192817004,-101.22123509734054
425.12639072377,-101.14888049698622
425.576358044771,-100.61312083807353
426.0263038768231,-100.10667680124902
426.4762282055761,-104.54136893637089
426.92613101668,-103.48354616075126
427.37601229578473,-99.69605547461488
427.8258720285401,-101.5575448144093
428.2757102005963,-102.64471023724069
428.7255267976029,-101.38548369206066
429.17532180521005,-103.04750562538345
429.62509520906747,-103.28801732809127
430.0748469948254,-99.28736857105986
430.52457714813346,-102.44526241196378
