# Wavelength [nm],one_counts_500avgs_8ms
207.84478476073983,36.40677340234133
208.30338098783528,37.534633561746986
208.76196258532,37.9215021964708
209.22052953884392,37.83072492406842
209.67908183405694,37.152145019805445
210.13761945660903,37.99822482516532
210.59614239215006,38.03356633683369
211.05465062633,38.04983528434208
211.5131441447987,36.94674090627667
211.97162293320616,37.46766603798832
212.43008697720222,38.50594409429705
212.88853626243687,37.87479480200119
213.34697077456,37.1022654986746
213.80539049922152,37.765415617911245
214.26379542207135,38.24650229234108
214.72218552875944,37.4299955420414
215.18056080493565,37.30085063067165
215.63892123624998,37.704848858446496
216.0972668083523,37.78034581997541
216.55559750689255,37.431326330135704
217.01391331752063,37.26575690993144
217.47221422588646,37.56931454474643
217.93050021764,37.598175291421924
218.3887712784311,38.218440699493
218.84702739390977,37.756789159659206
219.3052685497258,37.5590968279152
219.7634947315293,37.07037584246895
220.22170592496997,37.6379914291098
220.67990211569793,36.772892728523175
221.13808328936295,37.969281766635945
221.59624943161504,36.83535703415454
222.0544005281041,37.396687266616766
222.51253656448003,37.18929644296982
222.97065752639273,37.59415821718777
223.42876339949214,37.673978801887145
223.88685416942823,38.37691028777219
224.34492982185088,37.40213410291784
224.80299034241003,36.503309124743396
225.26103571675552,36.565935739144976
225.71906593053734,38.56038816066834
226.17708096940547,37.21931834287385
226.6350808190097,38.31883023685006
227.093065465,37.924742249136926
227.55103489302633,37.483670358462334
228.00898908873856,37.67175846149922
228.46692803778666,37.085829275488564
228.92485172582047,36.829838327216535
229.38276013849,37.542034796202515
229.8406532614451,38.43003874422372
230.29853108033578,37.7798510856218
230.75639358081185,36.76326649305072
231.21424074852328,37.210377651635554
231.67207256912,37.96960045619262
232.1298890282519,37.34621070125823
232.58769011156895,37.69564090883428
233.04547580472104,37.43842227250363
233.5032460933581,37.64478623240504
233.96100096312998,37.54913134644541
234.41874039968673,37.809457874764206
234.87646438867816,37.42242027498612
235.33417291575424,37.389313560758765
235.79186596656487,38.012792302287565
236.24954352676,37.81737894633058
236.7072055819895,37.07985832746482
237.16485211790337,37.73138365136697
237.62248312015146,37.81982676605773
238.08009857438367,37.89852353848518
238.53769846625,37.75094990811205
238.9952827814003,37.3168230649036
239.45285150548455,38.51738050893336
239.91040462415262,37.70637154511313
240.36794212305446,37.96168684227396
240.82546398783998,38.325909668973566
241.28297020415908,38.08691721800372
241.74046075766174,38.84387343787344
242.19793563399782,38.12177355545846
242.65539481881726,38.03403776350811
243.11283829777,38.10494971873129
243.57026605650591,38.130019533907074
244.02767808067495,38.409814489227216
244.48507435592703,37.98603663344005
244.9424548679121,38.32075209857115
245.39981960228,38.53959045429427
245.85716854468072,38.559182867375625
246.31450168076415,37.73545658372858
246.77181899618026,39.29219259217106
247.22912047657888,38.99757837849355
247.68640610761,38.31431054787582
248.1436758749235,38.813291060008126
248.60092976416936,39.320265377025734
249.05816776099743,39.330384724052934
249.5153898510577,39.07388575091341
249.97259602,38.79113437443023
250.42978625347433,39.953388015688674
250.88696053713053,40.384732991512465
251.34411885661865,39.28001397066646
251.80126119758845,39.206702709882514
