# Wavelength [nm],zero_counts_500avgs_8.0ms
353.87577430089004,-1.3609120963088877
354.66425350278223,-1.1640205743615974
355.45265786845994,-1.6984403869350064
356.24098739792316,-2.1484781309548704
357.0292420911719,-2.6266432087524154
357.8174219482062,-2.974216997137553
358.60552696902596,-2.9722078929887794
359.39355715363126,-2.6547705714282483
360.1815125020221,-2.267014856992204
360.96939301419843,-2.2891149192653453
361.7571986901603,-1.941541130974082
362.5449295299077,-1.9335047489447268
363.3325855334406,-1.9154228768842014
364.120166700759,-2.216787427049915
364.90767303186294,-2.6065522414825875
365.6951045267524,-2.4759609413415653
366.4824611854274,-2.552306621042316
367.2697430078879,-2.4598881615985
368.0569499941339,-2.1826327852106155
368.84408214416544,-2.122359866059209
369.6311394579825,-1.9957867463523964
370.4181219355851,-2.0440050870035997
371.2050295769732,-2.122359857983782
371.9918623821468,-2.200714649972188
372.7786203511059,-2.152496322422641
373.5653034838506,-2.3835424745348703
374.35191178038076,-2.2208056248351817
375.13844524069646,-2.1565145214623285
375.92490386479767,-1.9897594677470591
376.7112876526844,-2.0440050831249192
377.49759660435666,-2.007841330463821
378.28383071981443,-2.285096726884619
379.0699899990577,-1.995786759407863
379.85607444208654,-2.208751039595446
380.64208404890087,-2.1344144529716718
381.4280188195007,-2.256969377283655
382.2138787538861,-2.174596392392946
382.999663852057,-2.2248238138769825
383.7853741140134,-2.1464690227500176
384.5710095397553,-1.9596230082199178
385.3565701292828,-1.9777048809951405
386.14205588259574,-2.0962416081321726
386.92746679969423,-2.3092058921566623
387.71280288057824,-2.250942083233552
388.49806412524777,-2.1987055522966172
389.2832505337028,-2.2690239476534435
390.0683621059434,-2.092223413977406
390.85339884196947,-2.118341678659505
391.63836074178107,-2.0460141836977317
392.4232478053782,-2.0319505040150965
393.20806003276084,-2.1484781234267247
393.992797423929,-2.1183416658737038
394.7774599788827,-2.18263276798138
395.5620476976219,-2.1605327166076007
396.3465605801466,-2.2288420191538827
397.13099862645686,-2.06007787278583
397.9153618365526,-2.1705781950939285
398.6996502104339,-2.084187023882249
399.4838637481007,-2.2790694373421645
400.268002449553,-2.0259232095635804
401.05206631479086,-2.1062870814160886
401.8360553438142,-2.1002598011049276
402.6199695366231,-2.0098504305480653
403.4038088932175,-1.9576139131575658
404.1875734135974,-2.110305288420043
404.97126309776286,-2.1263780655063056
405.7548779457138,-1.8692136403608848
406.5384179574503,-2.0219050169359796
407.3218831329723,-2.1464690398311967
408.1052734722798,-2.0801688318770535
408.88858897537284,-2.1303962571439996
409.6718296422514,-2.1665599998143894
410.45499547291547,-2.1062870895333416
411.23808646736506,-2.0319504994520994
412.0211026256002,-2.1545054132661225
412.8040439476208,-2.0741415359248703
413.58691043342697,-2.0379777938456063
414.36970208301864,-2.2830876276164758
415.15241889639583,-2.102268898515664
415.93506087355854,-2.1344144523125403
416.7176280145068,-2.1022688976362467
417.5001203192405,-2.0078413344005055
418.2825377877598,-2.154505417722583
419.0648804200646,-2.09423250771089
419.8471482161549,-2.1103052817786003
420.6293411760307,-2.068114247727306
421.41145929969207,-2.1826327748541976
422.19350258713894,-2.1846418818185867
422.9754710383713,-2.1725872879092383
423.75736465338923,-2.033959598568009
424.53918343219266,-2.168569083093736
425.3209273747816,-2.0319505020484336
426.10259648115607,-2.0319505072814112
426.88419075131605,-2.1243689648502597
427.66571018526156,-2.170578201887428
428.4471547829926,-1.9515866125551786
429.2285245445091,-2.0962416018078005
430.0098194698112,-2.0580687676573173
430.7910395588988,-2.1223598627683904
431.5721848117719,-2.100259796431308
432.3532552284305,-1.9596230115876716
433.13425080887464,-2.0821779324876712
433.9151715531043,-2.1987055432149645
434.6960174611195,-2.192678260829232
435.4767885329202,-1.973686682439557
436.2574847685064,-2.2429056874406634
437.03810616787814,-2.1625418058264816
437.8186527310354,-2.1444599336418193
438.5991244579782,-2.293133118457574
439.3795213487065,-2.2991604029632557
440.1598434032203,-2.1263780628113738
440.94009062151963,-2.0902143111024163
441.7202630036045,-2.048023279026339
442.50036054947486,-2.076150633423513
443.28038325913076,-2.0882052130552036
444.0603311325722,-1.993777663161138
444.8402041697991,-2.160532711762136
445.62000237081156,-1.9435502307042205
446.39972573560954,-2.208751045315103
447.17937426419303,-2.1484781256158016
447.95894795656204,-2.0460141852103533
448.7384468127166,-1.9857412675931752
449.5178708326566,-2.1424508326005554
450.2972200163822,-2.066105159052269
451.0764943638933,-2.112314374994353
451.8556938751899,-2.0721324284346476
452.63481855027203,-1.8471135786676265
453.4138683891397,-2.1062870960265268
454.19284339179285,-2.184641875592009
454.97174355823154,-2.100259799821737
455.75056888845575,-2.0198959222600066
456.5293193824655,-2.2408965953232074
457.3079950402607,-1.9837321748874506
458.0865958618415,-2.2107601371463934
458.8651218472078,-2.0399868844724445
459.6435729963596,-1.9877503541013843
460.4219493092969,-1.929486546708227
461.20025078601975,-2.0178868234061613
461.9784774265281,-2.070123352437225
462.756629230822,-1.995786751075811
463.5347061989014,-2.128387160814159
464.3127083307663,-2.058068760880288
465.09063562641677,-2.007841341404408
465.86848808585273,-2.194687360306143
466.6462657090742,-2.068114245485328
467.4239684960812,-2.0158777235009655
468.20159644687374,-1.9797139758906275
468.9791495614518,-2.1183416756585767
469.75662783981534,-2.2449147795004563
470.5340312819644,-2.238887495402615
471.311359887899,-2.166559997448734
472.08861365761913,-2.1987055553278068
472.8657925911248,-2.074141542319256
473.64289668841593,-2.02391411924553
474.4199259494926,-2.108296183831191
475.1968803743548,-1.9174319715696324
475.9737599630025,-2.041995986205755
