# Wavelength [nm],zero_counts_50avgs_60.0ms
430.0748469948254,-59.470688291477806
430.52457714813346,-53.15267811870336
430.9742856546417,-57.51468766260658
431.42397249999993,-60.33132690450779
431.87363766985834,-51.78341806257256
432.3232811498666,-53.40693753713456
432.77290292567466,-54.874013368290136
433.2225029829325,-59.31419121968341
433.67208130729,-51.9790455167511
434.12163788439716,-57.00613986106504
434.5711726999038,-55.010946149455236
435.0206857394598,-55.539076436605484
435.47017698871525,-53.81775587900058
435.91964643332005,-51.64651559510968
436.36909405892396,-59.60758385583411
436.8185198511769,-51.31394832303431
437.2679237957291,-56.223685050506255
437.7173058782301,-53.50481195496969
438.16666608433,-56.26279148535981
438.6160043996787,-54.795802468102295
439.06532080992616,-52.64412364339234
439.51461530072226,-54.58058694331875
439.9638878577169,-44.40864309344979
440.41313846655993,-42.7654393352021
440.86236711290155,-61.42661815506263
441.3115737823914,-52.85925375806469
441.7607584606794,-55.12833492311527
442.20992113341566,-57.14300196113055
442.65906178625,-47.0299898313259
443.10818040483235,-59.470681918486044
443.55727697481257,-53.01575629113735
444.00635148184057,-38.07039890124585
444.45540391156646,-58.74694856541239
444.90443424964,-50.88359624977398
445.3534424817111,-58.35576016087258
445.80242859342974,-57.24083667207273
446.25139257044583,-57.651608634367214
446.70033439840927,-62.15037332102663
447.14925406297,-55.94987713018132
447.59815154977787,-55.34346944725321
448.04702684448296,-53.6221422118776
448.4958799327351,-54.48279320092791
448.94471080018405,-52.937449101888035
449.39351943248,-58.375356379457834
449.8423058152727,-54.87404125977731
