# Wavelength [nm],shape_counts_500avgs_8ms
207.84478476073983,0.5861178849832953
208.30338098783528,0.17939700776902612
208.76196258532,0.37101677080951845
209.22052953884392,0.629100263687576
209.67908183405694,0.7151377049502514
210.13761945660903,0.23608833775310245
210.59614239215006,-0.21165789483762865
211.05465062633,-0.0787030434491669
211.5131441447987,0.31625795454871763
211.97162293320616,0.27128517752819903
212.43008697720222,0.21263149870462428
212.88853626243687,0.2908560285266901
213.34697077456,0.3866520308960162
213.80539049922152,0.21851119777888073
214.26379542207135,0.6232571830018969
214.72218552875944,0.12074027508316476
215.18056080493565,0.26542378673100586
215.63892123624998,0.5450116863020469
216.0972668083523,0.2986703458131501
216.55559750689255,0.03862637344468567
217.01391331752063,0.5059255093878079
217.47221422588646,0.7698862919768743
217.93050021764,0.25368764652291986
218.3887712784311,0.04644010095523754
218.84702739390977,0.28107461039340365
219.3052685497258,1.0357963459625097
219.7634947315293,0.06990812204696795
220.22170592496997,0.1637507925677113
220.67990211569793,0.6623448524380109
221.13808328936295,0.22826653654553297
221.59624943161504,0.3768745877245294
222.0544005281041,-0.07479187816424826
222.51253656448003,0.02883349580649508
222.97065752639273,0.5098264349241788
223.42876339949214,0.5724036371468912
223.88685416942823,0.5137357624893184
224.34492982185088,-0.4501881111986421
224.80299034241003,0.1461511273733862
225.26103571675552,0.2634694288944388
225.71906593053734,0.529413057188421
226.17708096940547,0.03275463401159584
226.6350808190097,0.06794961252474252
227.093065465,0.4707370671188187
227.55103489302633,0.42184959693628343
228.00898908873856,0.5723931891043037
228.46692803778666,-0.2781360521578762
228.92485172582047,-0.07088713400779056
229.38276013849,0.8187791726117126
229.8406532614451,0.11877253647425334
230.29853108033578,0.1050963950068251
230.75639358081185,0.5489411976716809
231.21424074852328,0.3514537969156777
231.67207256912,0.5469865192284402
232.1298890282519,0.2888955367907471
232.58769011156895,-0.021993232404668106
233.04547580472104,0.44139926784065153
233.5032460933581,0.25367664564753056
233.96100096312998,0.24391262478557962
234.41874039968673,0.40425367276208135
234.87646438867816,0.2400068260606787
235.33417291575424,0.08749154309033713
235.79186596656487,0.5743560529512308
236.24954352676,0.07772084819978886
236.7072055819895,0.21068682784805048
237.16485211790337,0.39839327390699
237.62248312015146,0.828545156615391
238.08009857438367,-0.227294638105505
238.53769846625,0.4413954680512404
238.9952827814003,0.02884459876942458
239.45285150548455,-0.3661122659139835
239.91040462415262,0.9849868822170009
240.36794212305446,0.30843498375071476
240.82546398783998,0.2752067029998244
241.28297020415908,-0.21360453248870215
241.74046075766174,0.39446695229933937
242.19793563399782,0.5723919871677481
242.65539481881726,0.2517350144123185
243.11283829777,-0.010273765961571257
243.57026605650591,0.6721254451798302
244.02767808067495,0.15006860223816432
244.48507435592703,0.14615943051038016
244.9424548679121,0.42966630514865756
245.39981960228,0.5372192713194153
245.85716854468072,0.6799438053405282
246.31450168076415,0.693627774308581
246.77181899618026,0.10315013122612982
247.22912047657888,0.09337359577979498
247.68640610761,0.5821769703136965
248.1436758749235,0.1598419008971632
248.60092976416936,0.31627558280464996
249.05816776099743,-0.34852086988063036
249.5153898510577,1.0866625739041353
249.97259602,0.34558473793374844
250.42978625347433,0.6623429792916937
250.88696053713053,0.10312479151440357
251.34411885661865,0.3768709497759488
251.80126119758845,0.5352720129017285
252.25838754569,0.2752124702030443
252.71549788657313,0.28497847500972284
253.17259220588778,0.45313550408442893
253.62967048928382,0.46290927041619057
254.0867327224113,0.0601214474178704
254.54377889092,0.40033622066343355
255.00080898045994,0.3221359057564541
255.45782297668097,0.36319451587571905
255.91482086523303,0.5293896936726696
256.37180263176606,0.4237998806996899
256.82876826193,0.019059127083238536
257.2857177413747,-0.11976532795470973
257.7426510557501,0.8911314044826213
258.19956819070626,0.19307772321384675
258.6564691318929,-0.05914542608813633
259.11335386496006,0.6506154012295156
259.57022237555753,0.247827700365562
260.02707464933536,-0.2116626594613109
260.4839106719435,-0.12367570956060092
260.94073042903176,0.2947626296747501
261.39753390625,0.5137508442823702
261.8543210892483,0.16571410600528225
262.3110919636766,0.4550962733880368
262.7678465151847,0.5939156371328096
263.2245847294225,0.2693554006072958
263.68130659203996,0.4902815546229249
264.1380120886871,0.5215650919287214
264.5947012050138,0.3710179784146135
265.05137392666984,0.7131880027239674
265.5080302393053,0.4570494450897655
265.96467012857,0.2654318808491638
266.4212935801139,0.9282672732833674
266.87790057958694,-0.14518797678957185
267.3344911126391,0.21654653192243245
267.7910651649201,0.15008179328427218
268.24762272208005,0.7327228342045942
268.70416376976874,0.05816818834603055
269.16068829363616,-0.11584990181457044
269.61719627933223,0.14028918747675334
270.0736877125069,0.6173848872192593
270.53016257880995,0.41403427892241496
270.9866208638915,-0.016135416008580705
271.4430625534014,-0.09825126374101956
271.89948763298946,0.15787969441714722
272.35589608830566,0.26934632319735385
272.812287905,0.719059457439684
273.2686630687223,-0.021988315925455026
273.7250215651226,0.33777693001030684
274.1813633798506,0.27129094190505043
274.6376884985565,0.03275148897991187
275.09399690688997,0.04056838742329205
275.5502885905011,0.37688770577884156
276.0065635350398,0.42381212155443393
276.4628217261559,0.7131845833733195
276.91906314949927,0.425776883823076
277.37528779072,0.1872305780419481
277.8314956354679,0.8774459383436977
278.287686669393,0.21654817751644373
278.74386087814503,0.7581523387613487
279.2000182473741,0.2439248999625363
279.65615876273,0.9536942234709187
280.1122824098627,0.75619901694985
280.5683891744221,0.617388082180625
281.02447904205826,0.21850350565033239
281.4805519984209,0.3514633655948529
281.93660802916,0.024937704181098752
282.3926471199255,0.4550796236202501
282.8486692563674,0.33191725125858795
283.30467442413544,0.07380739187570384
283.76066260887967,0.6877641076764576
284.21663379624994,0.10117763245848721
284.67258797189635,1.0221189227191019
285.12852512146856,-0.06500346736764584
285.58444523061667,0.5098497998521339
286.0403482849905,0.6115049509674435
286.49623427024,1.0181903698850618
286.9521031720151,0.4277173419927607
287.40795497596577,0.6036927971560857
287.86378966774186,0.40034644567937505
288.3196072329933,0.24001445731155968
288.77540765736995,-0.014193245691004108
289.23119092652195,-0.11390093534900814
289.68695702609904,0.40229697471713166
290.14270594175105,1.043633135160988
290.5984376591281,0.32408560606074843
291.05415216387996,0.31039748695161506
291.50984944165674,0.011236474343789382
291.9655294781082,0.4355267419329465
292.4211922588842,0.7092695282355095
292.87683776963485,0.5411186410265287
293.33246599601006,0.06013324985030977
293.7880769236595,0.4296782964270278
294.2436705382333,0.24197173302013653
294.6992468253814,0.4199004550160623
295.15480577075374,0.3475420810923282
295.61034736,0.03665685617787062
296.06587157877027,0.546992608579032
296.52137841271457,0.4707325356441885
296.97686784748265,0.7620697880908125
297.4323398687245,0.41794155847995285
297.88779446208997,0.20480599372115194
298.3432316132291,0.2634693790705285
298.7986513077918,0.4961549184235423
299.25405353142787,0.5235316825801561
299.70943826978726,0.06598530061691577
300.16480550852,0.6799652455438405
300.62015523327597,1.223526425627199
301.07548742970494,0.29280675962745306
301.5308020834571,0.00733513551365661
301.98609918018207,0.6349750219028323
302.44137870553,0.4120734190208708
302.89664064515074,-0.11195318842648305
303.3518849846942,-0.3582950059362986
303.8071117098102,0.4727108586923805
304.26232080614886,0.35928037571930815
304.71751225936,0.3319041427384519
305.1726860550935,0.0659950462911354
305.62784217899934,0.15984592744342763
306.0829806167274,0.8637438232770904
306.53810135392763,0.08359000593019061
306.99320437625,0.3886108792292191
307.4482896693443,0.3690619123636196
307.9033572188606,0.38666030710422206
308.3584070104486,0.3866585942439258
308.81343902975846,1.1531236019104227
309.26845326244,0.20285870384967097
309.72344969414314,0.1402920904137943
310.17842831051775,0.18526549533115144
310.6333890972138,0.8930754754510133
311.08833203988127,0.46487313548061593
311.54325712417,0.6506219188748332
311.9981643357299,0.21263304745289702
312.45305366021097,0.5626377875095017
312.907925083263,0.5704614071155163
313.3627785905361,0.16179729891280203
313.81761416767995,0.032751937181259905
314.2724318003447,0.5939191868955191
314.7272314741802,0.19112321508792718
315.18201317483624,0.04252371126813159
315.63677688796287,0.3240974872472435
316.09152259921,0.6877640593800436
316.54625029422755,0.78358784886656
317.00095995866536,0.2908423670918978
317.4556515781734,0.10314087927299909
317.9103251384017,0.15397709251166702
318.36498062500004,0.4296760331386338
318.8196180236183,0.18330321505240477
319.27423731990655,0.6134685420836234
319.7288384995146,0.2908565185364296
320.18342154809255,0.7268831061385441
320.63798645129,0.15788748634999195
321.0925331947571,0.4805161830242781
321.5470617641438,0.6740893720699006
322.0015721450999,0.09337231295339166
322.45606432327526,0.7053572620063875
322.91053828431995,0.1754959087710688
323.3649940138839,0.25565195661570783
323.81943149761696,0.21263509194915287
324.273850721169,0.30453875192917224
324.72825167019005,0.4785475299484574
325.18263433033,0.003421842063815461
325.63699868723876,0.17353791584007183
326.0913447265662,0.37102114609993464
326.5456724339622,0.6115090260657041
326.99998179507685,0.41990733080258735
327.45427279556003,0.14614966112236516
327.9085454210615,0.44922210191519696
328.36279965723134,0.9458712608042958
328.81703548971944,0.6760341039567095
329.2712529041757,0.4902896533646981
329.72545188624997,0.20872860840779595
330.1796324215923,0.5724047118778373
330.63379449585256,0.5332940369769545
331.0879380946807,0.29672073588864123
331.54206320372646,0.46096862299613406
331.99616980863993,0.4687785701692775
332.4502578950711,0.2478286878870648
332.90432744866973,0.6447620412565698
333.3583784550858,0.12073616851283475
333.8124108999692,0.5430873152291014
334.26642476896996,0.6799487462351266
334.72042004773795,0.35537603661985884
335.17439672192296,0.33191025226146564
335.628354777175,0.6838695364912439
336.0822941991441,0.0073343008234587614
336.53621497348,0.8148686817535804
336.9901170858327,0.20286030140698585
337.44400052185216,-0.24880909678307717
337.89786526718825,0.1539824226524189
338.3517113074909,0.11682913341915935
338.80553862841,0.6076099362235965
339.25934721559554,0.42381149833340714
339.7131370546974,0.43554050037070624
340.16690813136546,0.6095676287496445
340.62066043124963,0.36320752890550523
341.07439394,0.08945380905450406
341.52810864326636,0.5137707920863761
341.98180452669857,0.17940124271073898
342.43548157594665,0.736650227270431
342.8891397766605,0.8891596248617617
343.34277911449,-0.04351272369281389
343.7963995750851,-0.5010356948892678
344.25000114409573,0.3612501646246358
344.70358380717187,0.30453765020402557
345.15714754996327,0.3299563526278462
345.61069235812,-0.1217213671879307
346.0642182172919,0.5020274270400336
346.51772511312896,-0.006352496196683433
346.9712130312811,0.24195973252169267
347.4246819573981,0.29084956532078365
347.87813187713,0.2615201016236597
348.3315627761267,0.27520445527382265
348.7849746400382,0.5685047446792169
349.2383674545142,0.6447499559248939
349.6917412052049,-0.05913687936582335
350.14509587776,-0.0845622698071935
350.5984314578296,0.8109537880645377
351.05174793106335,0.47072727899460176
351.50504528311143,0.0347047044743789
351.9583234996237,0.24587875812146365
352.41158256625005,0.41989694164755065
352.86482246864034,0.2380543994379991
353.3180431924445,0.4726886173942262
353.77124472331263,0.6486662839029833
354.2244270468945,0.07772911122407322
354.67759014884,0.5684892818019165
355.1307340147991,0.5156955785030846
355.5838586304218,0.27521910336328403
356.03696398135787,0.14224562391989082
356.4900500532573,0.20872627541899647
356.94311683176994,0.6682328763683216
357.3961643025459,0.2654319571947923
357.849192451235,0.1950332659163223
358.302201263487,0.26738282894612553
358.75519072495206,0.6075997783217133
359.20816082128,0.36905669471546787
359.6611115381208,0.22045650983629628
360.1140428611242,0.353417257241631
360.56695477594025,1.061262780141334
361.0198472682189,0.2224106513336892
361.47272032361,0.026877513164777156
361.9255739277635,0.6076130397813557
362.3784080663293,0.6056544175296779
362.83122272495746,0.3827417488475646
363.28401788929773,0.183305871660707
363.73679354499995,0.363196877318785
364.1895496777143,0.005378818599879764
364.6422862730906,0.34755995191386546
365.0950033167787,0.7268717859145255
365.54770079442847,0.3104147470244243
366.00037869169,0.306491042651615
366.45303699421316,0.6115259007351597
366.9056756876478,0.6388929622350759
367.3582947576438,0.08359205910322487
367.8108941898513,0.18722266967472478
368.26347396992,0.07967869562308749
368.7160340834999,0.5430786996799384
369.16857451624094,0.34951155600965933
369.62109525379304,0.10313689163318429
370.0735962818061,0.7249269389928799
370.52607758593,0.2986742380617642
370.9785391518147,0.28498121382645536
371.43098096511017,0.29476290690507767
371.88340301146627,-0.17449286433395628
372.3358052765329,0.9048123859640071
372.78818774596,0.6740786562248076
373.2405504053975,0.6486678668656083
373.6928932404954,-0.11975772731403822
374.1452162369035,0.33972966670170024
374.59751938027165,-0.07870137696608026
375.04980265625005,0.5098404389953402
375.50206605048834,0.17353440916184582
375.95430954863656,0.20678077748272017
376.40653313634465,0.5450159134378083
376.8587367992625,0.7601146464116084
377.31092052304,0.5528564424293023
377.7630842933271,0.18133978743765056
378.21522809577374,0.6350009089995723
378.6673519160298,0.5059245646030774
379.1194557397453,0.7483848717799617
379.57153955257,0.2732548484352719
380.0236033401539,0.15006957646063768
380.47564708814696,0.5313525216464399
380.9276707821991,0.331914543701771
381.37967440796007,0.3416982718640469
381.83165795108,0.34364590311932375
382.2836213972087,0.1676621070979536
382.7355647319962,0.3592828282644831
383.18748794109223,0.35928148642720714
383.6393910101468,0.12465319800355701
384.09127392481,0.5313521949060771
384.54313667073154,0.42772073217226136
384.99497923356137,0.3573175943563456
385.44680159894943,0.6095523171451447
385.8986037525457,0.25955376124240104
386.35038568000004,0.1852588405359512
386.8021473669623,0.5352518985157673
387.2538887990825,0.4198958011685505
387.7056099620106,0.31430708792238704
388.1573108413965,0.9400153794974386
388.60899142288997,0.6701717190483834
389.0606516921411,0.22632545811283933
389.51229163479974,0.24588361856996244
389.96391123651586,0.3827449681700159
390.4155104829392,0.6564957196369221
390.86708935971996,0.5469803392268915
391.3186478525079,0.3631814222800216
391.77018594695295,0.652577463573877
392.22170362870503,-0.004399397565848062
392.67320088341404,0.33972326665399066
393.12467769673003,0.8813427922257091
393.5761340543027,-0.29573424246372326
394.02756994178213,-0.14517141871466777
394.4789853448183,0.5000556803419585
394.93038024906093,0.2693418206671083
395.38175464016,0.12072691932853274
395.8331085037655,0.07382533655963641
396.2844418255273,0.5724175949402479
396.7357545910955,0.2947587813188619
397.18704678611965,0.45313840282128126
397.63831839625,0.21459963842028174
398.0895694071363,0.5724018245423679
398.5407998044286,0.28693185248677366
398.99200957377667,0.6545235870937063
399.44319870083046,0.6154114350029829
399.89436717124,0.23805881747723845
400.3455149706552,0.21850943811678292
400.7966420847258,0.3065091226359016
401.2477484991018,0.16179319205221532
401.6988341994333,0.04643981941936204
402.14989917137,0.2654318074190485
402.6009434005619,-0.10412489193811325
